reviews,class
"in roger michell's romantic comedy notting hill , william thacker ( hugh grant ) leads a rather dreary life maintaining his flagging travel bookshop in the quaint section of london which lends it's name to the film's title . 
",positive
"ingredients : man with amnesia who wakes up wanted for murder , dark science fiction city controlled by alien beings with mental powers . 
",positive
"every once in a while , when an exceptional family film comes along , i will attempt to champion it by challenging parents to put their money where their mouths have been ; with all the hubbub over the lack of films suitable for children , it is remarkable how many non-disney films disappear in a couple of weeks . 
",positive
"usually when one is debating who the modern queen of the romantic comedy is they will bring up names like julia roberts or sandra bullock . 
",positive
"susan granger's review of "" bread and tulips "" ( first look pictures ) 
",positive
" "" i know what you did last summer , "" the first high-profile slasher thriller to be released after 1996's "" scream , "" and written by the same screenwriter , kevin williamson , is a stylish , effective horror film that became 1997's biggest hit of the fall season . 
",positive
"labelling is sometimes everything . 
",positive
"for those who associate italian cinema with fellini and "" high art , "" the son's room is an inventive , subtle alternative . 
",positive
"the word 'rest' in the title should be stressed since this is a movie that lacks any action scenes at all . 
",positive
"airplane ! is considered among many to be the epitome of satire film-making . 
",positive
"this is the movie not the perfume . 
",positive
"the farrelly brothers' third film , after dumb and dumber ( 7 . 5/10 ) and kingpin ( 8/10 ) , brings together the real-life couple of cameron diaz and matt dillon , some nasty humour , a cute dog , and a mix of love , fate and romance . 
",positive
"when jim henson passed away , he left behind diverse legions of fans and a company whose ultimate success , it now seems , hinged on his input . 
",positive
"bob the happy bastard's quickie review : 
",positive
"the laserman : somehow the title of writer-director-producer peter wang's film conjures up images of superheroes , like ultraman and spiderman . 
",positive
"imagine this . 
",positive
"so here is the second of 1999's remakes of classic horror movies . 
",positive
"apollo 13 is simply one of the most dramatic film this summer ( apart from swashbuckling braveheart ) . 
",positive
"in _daylight_ , sylvester stallone breaks no new ground , cinematically speaking , but he covers familiar territory quite well . 
",positive
"perhaps the most dramatic changes in the motion picture industry in this decade have to do with special effects . 
",positive
"let me open this one with a confession : i love cop movies . 
",positive
"carla gugino graduates from high school and instead of staying in her small farming town , she goes to college in california . 
",positive
"the soldiers of three kings have taken their cue from movies about vietnam . 
",positive
"bill condon's "" gods and monsters "" is a fascinating look into the last days in the life of gay director james whale ( ian mckellan ) , who made the horror classics "" frankenstein "" and "" bride of frankenstein . "" 
",positive
"i must admit that i was a tad skeptical of "" good will hunting "" , based both on the previews and the first fifteen minutes of the film , in which the main character will hunting ( matt damon ) , an mit janitor in his early twenties , is discovered to be an einstein-level closet genius when he solves two extraordinarily difficult math problems overnight . 
",positive
"a cinematic version of one of john irving's novels is always cause for celebration even if , as in the case of "" simon birch , "" the treatment is merely "" suggested by , "" rather than strictly based on , the book . 
",positive
